Ticker,Date,NAV,Return
IQDNX,2014-09-30,9.279203414916992,
IQDNX,2014-10-01,9.214249610900879,-0.00699993319595682
IQDNX,2014-10-02,9.167853355407715,-0.00503527226332956
IQDNX,2014-10-03,9.204970359802246,0.004048603632238246
IQDNX,2014-10-06,9.204970359802246,0.0
IQDNX,2014-10-07,9.14929485321045,-0.006048417802074546
IQDNX,2014-10-08,9.260644912719727,0.01217034332107092
IQDNX,2014-10-09,9.18641185760498,-0.008015970357829527
IQDNX,2014-10-10,8.991548538208008,-0.021212125301747098
IQDNX,2014-10-13,8.8430814743042,-0.016511845904287115
IQDNX,2014-10-14,8.917314529418945,0.008394478251777748
IQDNX,2014-10-15,8.908035278320312,-0.0010405880680803836
IQDNX,2014-10-16,9.037943840026855,0.014583301216004818
IQDNX,2014-10-17,9.102899551391602,0.007187000994305137
IQDNX,2014-10-20,8.96371078491211,-0.015290596770148213
IQDNX,2014-10-21,9.307040214538574,0.038302153858462695
IQDNX,2014-10-22,9.418391227722168,0.011964170199850521
IQDNX,2014-10-23,9.4555082321167,0.003940907050588471
IQDNX,2014-10-24,9.464786529541016,0.000981258457668277
IQDNX,2014-10-27,9.307040214538574,-0.01666665323196581
IQDNX,2014-10-28,9.204970359802246,-0.010966951080418008
IQDNX,2014-10-29,9.223527908325195,0.0020160356630793963
IQDNX,2014-10-30,9.18641185760498,-0.0040240622773758394
IQDNX,2014-10-31,9.18641185760498,0.0
IQDNX,2014-11-03,9.204970359802246,0.0020202122966979097
IQDNX,2014-11-04,9.18641185760498,-0.002016139267358219
IQDNX,2014-11-05,9.167853355407715,-0.0020202122966980207
IQDNX,2014-11-06,9.177132606506348,0.001012150908059617
IQDNX,2014-11-07,9.177132606506348,0.0
IQDNX,2014-11-10,9.177132606506348,0.0
IQDNX,2014-11-11,9.177132606506348,0.0
IQDNX,2014-11-12,9.140016555786133,-0.004044406059241279
IQDNX,2014-11-13,9.084341049194336,-0.006091401066068203
IQDNX,2014-11-14,9.121456146240234,0.004085612467091382
IQDNX,2014-11-17,9.102899551391602,-0.002034389526312852
IQDNX,2014-11-18,9.14929485321045,0.005096760824055746
IQDNX,2014-11-19,9.140016555786133,-0.0010140997282496178
IQDNX,2014-11-20,9.177132606506348,0.0040608297034996355
IQDNX,2014-11-21,9.195691108703613,0.002022254988895744
IQDNX,2014-11-24,9.223527908325195,0.0030271568816873096
IQDNX,2014-11-25,9.195691108703613,-0.003018020859074544
IQDNX,2014-11-26,9.195691108703613,0.0
