Ticker,Date,NAV,Return,Outlier,Cluster
KIO,2020-03-02,8.555143356323242,0.0507652343786146,True,True
KIO,2020-03-09,8.01159381866455,-0.0653902469225491,True,True
KIO,2020-03-11,7.751150131225586,-0.0297661286890573,True,True
KIO,2020-03-12,6.999748706817627,-0.0969406361232677,True,True
KIO,2020-03-16,6.445482730865479,-0.101910900390804,True,True
KIO,2020-03-18,5.176954746246338,-0.1968088407939627,True,True
KIO,2020-03-20,5.862645149230957,0.1152170884252643,True,True
KIO,2020-03-23,5.542656898498535,-0.0545808662450595,True,True
KIO,2020-03-25,5.994070529937744,0.0649748075662699,True,True
KIO,2020-03-27,5.828359603881836,-0.0359171262765388,True,True
KIO,2020-03-31,6.091209411621094,0.0617530531175249,True,True
KIO,2020-04-01,5.674081802368164,-0.0684802608258902,True,True
KIO,2020-04-03,5.479804039001465,-0.0419579236131147,True,True
KIO,2020-04-06,5.696937561035156,0.039624322418883,True,True
KIO,2020-04-07,5.936929225921631,0.0421264341262794,True,True
KIO,2020-04-09,6.390944957733154,0.0454111067934024,True,True
KIO,2020-04-13,6.153814792633057,-0.0371040850247296,True,True
KIO,2020-04-14,6.3446784019470215,0.0310154945745937,True,True
KIO,2025-04-10,10.860312461853027,-0.0333332569362017,True,True
